file_name,section_id,question,answer
Jake_First_Output.txt,(3.6.1),What factors should be considered when assessing the magnitude of the potential financial benefit?,"Factors to consider include: the proportion of business units affected, the size of the effect on those business units, and the potential for shareholder or customer response. The magnitude should be determined on a qualitative 5-point scale from High to Low."
Jake_First_Output.txt,(3.6.1),"How should the effect of the opportunity on the financial position, financial performance, and cash flows of the organization be described?","Details should be provided on the effects of the opportunity on financial position (e.g., assets and liabilities), financial performance (e.g., revenue or expenditure), and cash flows of the organization. Examples of reasons why no quantitative figure can be included are: 'the effects are not separately identifiable' or 'the level of measurement uncertainty is too high such that quantitative information about this opportunity would not be useful'."
Jake_First_Output.txt,(3.6.1),What information should be provided if the financial effect of the opportunity can be quantified?,"If the financial effect can be quantified, the figure for the financial effect in the reporting year, as well as the estimated figure/range for the financial effect of the opportunity per future time horizon, should be provided. The figure should be in the same currency selected for all financial information disclosed throughout the response."
Jake_First_Output.txt,(3.6.1),How should the explanation of financial effect figures be provided?,"The explanation of financial effect figures should describe how the figure (or range) was arrived at for each selected time horizon, including the approach employed, calculation method, figures used, and any assumptions the figure is dependent on. Additional details on other financial effects of the selected opportunity can also be provided."
Jake_First_Output.txt,(3.6.1),What information should be provided about the cost to realize the opportunity?,"Numerical data on the cost to realize the opportunity should be provided. If there are no costs, 0 should be entered. If a percentage value is reported, an explanation of how the percentage was calculated should be provided in the explanation of cost calculation."
Jake_First_Output.txt,(3.6.1),What information should be provided about the strategy to realize the opportunity?,"Information on methods being used or planned to exploit the opportunity and maximize its potential realization should be provided, including organization-specific activities, projects, products, and/or services aiming to realize the opportunity, and an explanation of how this opportunity has been prioritized in relation to other opportunities."
Jake_First_Output.txt,(3.6.2),What amount and proportion of financial metrics in the reporting year are aligned with the substantive effects of environmental opportunities?,"The organization should disclose organization-wide information, including the amount and proportion of assets and business activities aligned with environmental opportunities, and the amount of expenditure deployed towards opportunities. This information should be reported for each environmental issue, such as climate change, forests, and water, and should include the financial metric most relevant to the business, such as revenue, CAPEX, or OPEX."
Jake_First_Output.txt,(3.6.2),How should the proportion of individual financial metrics aligned with environmental opportunities be calculated?,"The proportion of individual financial metrics aligned with environmental opportunities should be calculated by dividing the amount of the financial metric aligned with opportunities by the total value of the selected financial metric. For example, if the environmental issue is climate change and the financial metric is revenue, the proportion should be calculated by dividing the revenue aligned with climate change opportunities by the total revenue."
Jake_First_Output.txt,(3.6.2),What information should be included in the explanation of financial figures?,"The explanation of financial figures should include the methodology used to derive the figures, including the approach employed for calculation and any assumptions underlying the figure."
Jake_First_Output.txt,(3.6.2),What is the purpose of Module 4: Governance?,"Module 4: Governance requests information on the governance structure of the organization and its governance mechanisms with regards to environmental issues, providing data users with an understanding of the organization's approach to environmental issues at the board and management level."
Jake_First_Output.txt,(3.6.2),What are some of the best practices considered in Module 4: Governance?,"Some of the best practices considered in Module 4: Governance include public environmental policies, board-level oversight, competency, management responsibility, the implementation of incentives for addressing environmental issues, and the integration of information on environmental issues into mainstream reporting."
Jake_First_Output.txt,(4.1),Does your organization have a board of directors or an equivalent governing body?,"Select 'Yes' if your organization has a board or an equivalent body that provides long-term governance over your organization with key functions such as establishing strategy and organizational purpose. If your organization has two-tier board system, select 'Yes' and answer this question with respect to your board structure as a whole."
Jake_First_Output.txt,(4.1),What is the frequency with which the board or equivalent governing body meets?,"Select the frequency with which the board or equivalent governing body meets. If the board or equivalent meets at a frequency that is not listed in the drop-down options, select the closest match for your organization. If your organization has two-tier board system, select the frequency of the board that meets more frequently."
Jake_First_Output.txt,(4.1),What types of directors is your board or equivalent comprised of?,"See the 'Explanation of terms' for the definitions of executive directors, non-executive directors, and independent non-executive directors. If your organization does not have board directors, select the options which best represent the members of your equivalent governing body with respect to their involvement in the day-to-day management of your organization."
Jake_First_Output.txt,(4.1),Does your organization have a board diversity and inclusion policy?,Select either 'Yes' option if your organization has a diversity and inclusion policy that outlines how the organization will achieve diversity on the board or equivalent governing body. See 'Explanation of terms' for more information.
Jake_First_Output.txt,(4.1),What does your board diversity and inclusion policy cover?,"This column is presented if either 'Yes, and it is publicly available', or 'Yes, but it is not publicly available' is selected in column 4 'Board diversity and inclusion policy'. Briefly describe what the policy covers in the text field provided."
Jake_First_Output.txt,(4.1),Can you attach your organization's diversity and inclusion policy?,"You may attach one or more documents which include your organization's diversity and inclusion policy, if either 'Yes, and it is publicly available', or 'Yes, but it is not publicly available' is selected in column 4 'Board diversity and inclusion policy'."
Jake_First_Output.txt,(4.1.1),Is there board-level oversight of environmental issues within your organization?,"The organization is expected to have board-level oversight of environmental issues, such as climate change, forests, water, and biodiversity, through a dedicated position or committee with accountability. This oversight is essential for addressing environmental challenges and incorporating environmental issues into governance procedures."
Jake_First_Output.txt,(4.1.1),What is the primary reason for not having board-level oversight of an environmental issue?,"The primary reasons for not having board-level oversight of an environmental issue include lack of internal resources, capabilities, or expertise, no standardized procedure, not being an immediate strategic priority, being judged as unimportant or not relevant, or other reasons."
Jake_First_Output.txt,(4.1.1),How should an organization respond if it has an equivalent governing body?,"If an organization has an equivalent governing body, it should respond based on the equivalent governing body."
Jake_First_Output.txt,(4.1.1),How should an organization respond if it has a two-tier board system?,"If an organization has a two-tier board system, it should respond with respect to its board structure as a whole."
Jake_First_Output.txt,(4.1.1),What is considered board-level oversight of an environmental issue?,"Board-level oversight of an environmental issue is considered to occur when the organization's board or equivalent governing body takes into account environmental dependencies, impacts, risks, and opportunities relating to the environmental issue, for example, when reviewing and guiding business strategy, risk management approach, and annual budgets, overseeing employee incentives, major capital expenditures, acquisitions, and divestitures, monitoring progress towards targets, and/or approving and monitoring corporate policies and/or commitments."
Jake_First_Output.txt,(4.1.2),What positions or committees on the board have accountability for environmental issues?,"The positions or committees on the board with accountability for environmental issues include board chair, director on the board, chief executive officer (CEO), chief financial officer (CFO), chief operating officer (COO), chief procurement officer (CPO), chief risk officer (CRO), chief sustainability officer (CSO), chief investment officer (CIO), chief credit officer (CCO), chief underwriting officer (CUO), chief government relations officer (CGRO), chief technology officer (CTO), chief compliance officer (CCO), other C-Suite officers, board-level committee, president, general counsel, and other positions."
Jake_First_Output.txt,(4.1.2),How are the positions' accountability for environmental issues outlined in policies applicable to the board?,"The positions' accountability for environmental issues can be defined in various policies, charters, directives, and/or other formal documents applicable to the board, such as the board's terms of reference, the board mandate, or in role descriptions for specific individuals that sit on the board."
Jake_First_Output.txt,(4.1.2),What policies outline the positions' accountability for environmental issues?,"The policies that outline the positions' accountability for environmental issues include the board's terms of reference, the board mandate, role descriptions for specific individuals, and other formal documents applicable to the board."
Jake_First_Output.txt,(4.1.2),How frequently is the environmental issue a scheduled agenda item for the principal board-level committee?,"The frequency with which the environmental issue is a scheduled agenda item for the principal board-level committee can vary, including scheduled agenda item in every board meeting, scheduled agenda item in some board meetings, sporadic agenda item as important matters arise, and less than annually."
Jake_First_Output.txt,(4.1.2),What governance mechanisms are used to integrate environmental issues into the board's oversight?,"The governance mechanisms used to integrate environmental issues into the board's oversight include overseeing and guiding scenario analysis, reviewing and guiding the assessment process for dependencies, impacts, risks, and opportunities, overseeing reporting, audit, and verification processes, overseeing and guiding the development of a business strategy, approving corporate policies and/or commitments, monitoring compliance with corporate policies and/or commitments, and other mechanisms."
Jake_First_Output.txt,(4.1.2),What is the scope of the board's oversight of environmental issues?,"The scope of the board's oversight of environmental issues includes considering how the risks posed or opportunities presented by environmental issues affect the business, and how the business activities impact the environment, either positively or negatively."
Jake_First_Output.txt,(4.1.2),How does the board consider trade-offs associated with risks and opportunities related to environmental issues?,"The board considers trade-offs associated with risks and opportunities related to environmental issues by weighing the potential costs and benefits of different courses of action, such as the trade-off between higher costs of switching to a new technology and increased consumer preferences for eco-friendly technologies."
Jake_First_Output.txt,(4.2),Does your organization's board have competency on environmental issues?,"The organization's board has competency on environmental issues if it has the collective knowledge and understanding of environmental issues and the ability to engage, act, and respond effectively on related dependencies, impacts, risks, and opportunities as one cohesive deliberative body."
Jake_First_Output.txt,(4.2),What is required for an organization to have an environmentally competent board?,"To have an environmentally competent board, an organization should integrate knowledge of environmental issues into the board nominating process, educate all directors on environmental issues, engage regularly with external stakeholders and experts on environmental issues, establish a permanent, independent, subject-expert working group that advises on environmental issues regularly, and have at least one board member with expertise on environmental issues."
Jake_First_Output.txt,(4.2),How can an organization maintain an environmentally competent board?,"An organization can maintain an environmentally competent board by consulting regularly with an internal, permanent, subject-expert working group, engaging regularly with external stakeholders and experts on environmental issues, integrating knowledge of environmental issues into the board nominating process, providing regular training for directors on environmental issues, and having at least one board member with expertise on environmental issues."
Jake_First_Output.txt,(4.2),What types of expertise are considered when evaluating the environmental expertise of a board member?,"The types of expertise considered when evaluating the environmental expertise of a board member include academic qualifications, training, experience, and other types of expertise relating to environmental issues, such as undergraduate or postgraduate education in environmental science, executive-level experience in a role focused on environmental issues, and experience in an academic role focused on environmental issues."
Jake_First_Output.txt,(4.2),Why is it important for an organization's board to have competency on environmental issues?,"It is important for an organization's board to have competency on environmental issues because transitioning a business for success in a sustainable future requires environmental competency within its decision-making bodies, and this capability at the board level signals an organization's commitment to understanding and responding to environmental dependencies, impacts, risks, and opportunities."
Jake_First_Output.txt,(4.3),Is there management-level responsibility for environmental issues within your organization?,"The organization has senior management responsibility for the assessment and management of environmental dependencies, impacts, risks, and opportunities. This includes managing dependencies, impacts, risks and opportunities; setting and measuring progress towards policies, commitments, and targets; managing public policy and/or value chain engagement; and setting and implementing strategy and managing financial planning."
Jake_First_Output.txt,(4.3),What indicates that an organization is committed to implementing its environmental policy?,Assigning management-level responsibility for environmental issues indicates that the organization is committed to implementing its environmental policy.
Jake_First_Output.txt,(4.3),Why is it important for a member of the board to have accountability over environmental issues?,"It is most important for a member of the board to have accountability over environmental issues, as this ensures that the organization is committed to implementing its environmental policy and managing environmental dependencies, impacts, risks, and opportunities."
Jake_First_Output.txt,(4.3),What should be included in the explanation of why an organization does not have management-level responsibility for environmental issues?,"The explanation should describe the primary reason selected for not having management-level responsibility for environmental issues and explain any plans to address this in the future. If the reason selected is 'Judged to be unimportant or not relevant', the explanation should include the criteria used to decide that management-level responsibility for environmental issues is not important or relevant to the organization."
Jake_First_Output.txt,(4.3.1),What are the highest senior management-level positions or committees with responsibility for environmental issues?,"The highest senior management-level positions or committees with responsibility for environmental issues include Executive level positions such as Chief Executive Officer (CEO), Chief Financial Officer (CFO), Chief Operating Officer (COO), Chief Risks Officer (CRO), Chief Sustainability Officer (CSO), and committees such as Risk committee, Sustainability committee, Environmental, Social, Governance committee, and Safety, Health, Environment and Quality committee."
Jake_First_Output.txt,(4.3.1),What are the responsibilities of senior management in relation to environmental issues?,"Senior management has responsibility for environmental policies and commitments, setting and measuring progress against environmental targets, dedicated controls and procedures for the management of environmental issues, assessing future trends in environmental dependencies, impacts, risks, and opportunities, developing a climate transition plan, implementing a climate transition plan, managing environmental dependencies, impacts, risks, and opportunities, and conducting environmental scenario analysis."
Jake_First_Output.txt,(4.3.1),How does senior management report to the board on environmental issues?,"Senior management reports to the board on environmental issues through a direct reporting line, with the frequency of reporting varying from quarterly to annually, or as important matters arise."
Jake_First_Output.txt,(4.3.1),What is the organizational structure associated with the position/committee responsible for environmental issues?,"The organizational structure associated with the position/committee responsible for environmental issues includes procedures followed to inform the position/committee on environmental issues, frequency the position/committee is informed on environmental issues, and how the controls and procedures used to assess and manage environmental issues are integrated with other internal functions."
Jake_First_Output.txt,(4.3.1),What are the coverage of responsibilities for environmental issues?,"The coverage of responsibilities for environmental issues includes assessing environmental dependencies, impacts, risks, and opportunities related to both own operations and core financing activities, and considering both environmental risks and opportunities related to both own operations and upstream value chain."
Jake_First_Output.txt,(4.4),Does your organization have management-level competency on environmental issues?,"The organization's response to this question will depend on their specific situation, but they should consider whether their management is regularly educated and informed on environmental issues and/or has at least one individual at management-level with relevant environmental expertise and integrates environmental considerations into wider management-level discussions and functions."
Jake_First_Output.txt,(4.4),What is the rationale for requiring management-level competency on environmental issues for organizations without a board?,"Transitioning a business for success in a sustainable future requires environmental competency within its decision-making bodies. This capability at management-level for organizations without a board signals an organization’s commitment to understanding and responding to environmental dependencies, impacts, risks, and opportunities."
Jake_First_Output.txt,(4.4),What is the ambition for organizations without a board in terms of management-level competency on environmental issues?,Organizations without a board have management-level competency on environmental issues.
Jake_First_Output.txt,(4.4),How should an organization determine if they have management-level competency on a specific environmental issue?,Select 'Yes' if your organization’s management has competency on the environmental issue. See the 'Explanation of terms' for a definition of management competency (on environmental issues).
Jake_First_Output.txt,(4.4),What should an organization do if they do not have management-level competency on a specific environmental issue?,"If either 'No' option is selected, you will be presented with columns 4 'Primary reason for no management-level competency on environmental issues' and 5 'Explain why your organization does not have management-level competency on this environmental issue and any plans to address this in the future'."
Jake_First_Output.txt,(4.4),How should an organization maintain management-level competency on environmental issues?,"Select all the mechanisms that apply to achieve and/or maintain management level competency on the environmental issue. If none of the mechanisms are applicable to your organization, select 'Other, please specify' to provide the mechanism used to maintain competency."
Jake_First_Output.txt,(4.4),What types of expertise should an organization consider when evaluating the environmental expertise of an individual at management level?,"Consider any academic qualifications, training, experience, or other types of expertise relating to environmental issues present across your management. Select all the types of expertise that apply to the individual at management-level with environmental expertise."
Jake_First_Output.txt,(4.5),"Do you provide monetary incentives for the management of environmental issues, including the attainment of targets?","The organization includes environmental performance metrics in their monetary incentives policies for at least board and senior management levels, and ties a significant proportion of total remuneration to environmental performance, and more specifically to the achievement of environmental targets."
Jake_First_Output.txt,(4.5),What is the rationale behind providing monetary incentives for environmental issues?,Employee incentives linked to sustainability performance send a clear signal about the role that employees are expected to play in achieving the organization’s environmental commitments and targets.
Jake_First_Output.txt,(4.5),What is the ambition of providing monetary incentives for environmental issues?,"The organization includes environmental performance metrics in their monetary incentives policies for at least board and senior management levels, and ties a significant proportion of total remuneration to environmental performance, and more specifically to the achievement of environmental targets. This proportion is significant at board and senior management levels."
Jake_First_Output.txt,(4.5),How should the percentage of total C-suite and board-level monetary incentives linked to the management of environmental issues be reported?,"Enter the percentage of the total amount of C-suite and board-level monetary incentivization provided for the management of each environmental issue in relation to the total amount of all C-suite and board-level monetary incentives provided in the reporting year. If you do not provide monetary incentives for the management of environmental issues for any C-suite or board-level positions, enter 0 in this column."
Jake_First_Output.txt,(4.5),What type of incentives should be reported in this question?,"Only monetary incentives should be reported in this question. When assessing whether your organization provides monetary incentives, include all incentives that could have a monetary value equivalent, such as share-based compensation."
Jake_First_Output.txt,(4.5),How should the explanation for the provision of monetary incentives be provided?,"If you selected 'Yes' in any row in column 1 'Provision of monetary incentives related to this environmental issue', explain the extent to which your monetary incentives related to environmental issues form a part of your total monetary incentivization package for employees. If you selected any 'No' option in any row in column 1, explain why you do not provide monetary incentives related to the environmental issue."
Jake_First_Output.txt,(4.5.1),What monetary incentives are provided for the management of environmental issues?,"The organization includes environmental performance metrics in their monetary incentives policies for at least board and senior management levels, and ties a significant proportion of total remuneration to environmental performance, specifically to the achievement of environmental targets. The incentives are linked to Short-Term and/or Long-Term Incentive Plans, or equivalent incentive packages, and are awarded based on performance metrics such as progress towards environmental targets, achievement of environmental targets, reduction in absolute emissions, and improvements in wastewater quality."
Jake_First_Output.txt,(4.5.1),How do employee incentives linked to sustainability performance contribute to achieving the organization's environmental commitments and targets?,"Employee incentives linked to sustainability performance send a clear signal about the role that employees are expected to play in achieving the organization's environmental commitments and targets. These incentives encourage employees to address environmental issues and contribute to the organization's decision making and business culture, ultimately informing data users how these incentives are aligned with the identification, assessment, and management of the organization's environmental dependencies, impacts, risks, and opportunities."
Jake_First_Output.txt,(4.5.1),What is the ambition of the organization in terms of including environmental performance metrics in monetary incentives policies?,"The ambition of the organization is to include environmental performance metrics in their monetary incentives policies for at least board and senior management levels, and to tie a significant proportion of total remuneration to environmental performance, specifically to the achievement of environmental targets. This proportion is significant at board and senior management levels, and the organization links monetary incentives to environmental performance metrics in the Short-Term and/or Long-Term Incentive Plan, or equivalent incentive package."
Jake_First_Output.txt,(4.5.1),How do the incentives contribute to the achievement of the organization's environmental commitments and/or climate transition plan?,"The incentives contribute to the achievement of the organization's environmental commitments and/or climate transition plan by linking performance metrics to key performance indicators (KPIs) within the climate transition plan, and by progressing environmental commitments, such as reaching net-zero emissions by 2050, controlling/reducing/eliminating water pollution, or eliminating deforestation and conversion of other natural ecosystems. The incentives also encourage employees to take actions that support the organization's environmental commitments and transition plan."
Jake_First_Output.txt,(4.6),Does your organization have an environmental policy that addresses environmental issues?,"The organization should have a publicly available policy that acknowledges the organization’s dependencies, impacts, risks, and opportunities associated with environmental issues, and have clear intentions and direction for action."
Jake_First_Output.txt,(4.6),What is the purpose of an environmental policy in an organization?,"An environmental policy is a key governance tool which serves as a foundation to drive action while ensuring accountability, and indicates that the organization understands the importance of environmental issues and recognizes its responsibility in taking environmental action."
Jake_First_Output.txt,(4.6),What should be included in an environmental policy?,"The policy should address environmental dependencies, impacts, risks, and opportunities related to the organization and its value chain, and should be publicly available for accountability to the organization’s stakeholders."
Jake_First_Output.txt,(4.6),What are the possible reasons for not having an environmental policy?,"The possible reasons for not having an environmental policy include lack of internal resources, capabilities, or expertise, no standardized procedure, not being an immediate strategic priority, being judged to be unimportant or not relevant, or other reasons."
Jake_First_Output.txt,(4.6),How should an organization respond if it does not have an environmental policy?,"If an organization does not have an environmental policy, it should briefly explain the primary reason for not having one, including any plans to address this in the future, and select from the given options: lack of internal resources, capabilities, or expertise, no standardized procedure, not being an immediate strategic priority, being judged to be unimportant or not relevant, or other reasons."
Jake_First_Output.txt,(4.6.1),What are the details of your environmental policies?,"The organization has publicly available policies which address environmental dependencies, impacts, risks, and opportunities related to the organization and its value chain. The policies apply organization-wide, and to the organization’s value chain where relevant. The organization endorses or aligns its environmental policies and commitments to the most recent and widely accepted scientific interpretation of relevant global environmental treaties, policy goals (e.g., the Kunming-Montreal Global Biodiversity Framework, Paris Agreement, Sustainable Development Goals, Planetary Boundaries) and identifies where and how they align."
Jake_First_Output.txt,(4.6.1),What environmental issues does your organization's policy cover?,"The policy covers various environmental issues including climate change, forests, water, and biodiversity. The level of coverage and value chain stages covered vary depending on the issue and the organization's operations."
Jake_First_Output.txt,(4.6.1),How does your organization's environmental policy align with global environmental treaties or policy goals?,"The organization's environmental policy is in line with global environmental treaties or policy goals such as the Paris Agreement, the Kunming-Montreal Global Biodiversity Framework, and the Sustainable Development Goals. The organization selects all applicable options and provides additional information if necessary."
Jake_First_Output.txt,(4.6.1),What are the environmental commitments included in your organization's policy?,"The environmental commitments included in the policy may include a commitment to a circular economy strategy, avoidance of negative impacts on threatened and protected species, compliance with regulations and mandatory standards, and engagement in integrated, multi-stakeholder landscape initiatives to promote shared sustainability goals. The specific commitments vary depending on the environmental issue and the organization's operations."
Jake_First_Output.txt,(4.6.1),How does your organization's environmental policy address water-specific issues?,"The policy includes water-specific commitments such as a commitment to reduce or phase out hazardous substances, control/reduce/eliminate water pollution, reduce water consumption volumes, and promote water stewardship and/or collective action. The organization also acknowledges the human right to water and sanitation."
Jake_First_Output.txt,(4.6.1),What are the climate-specific commitments included in your organization's policy?,"The climate-specific commitments included in the policy may include a commitment to 100% renewable energy, net-zero emissions, and not investing in fossil-fuel expansion. The organization also commits to not funding climate-denial or lobbying against climate regulations."
Jake_First_Output.txt,(4.6.1),How does your organization's environmental policy address forests-specific issues?,"The policy includes forests-specific commitments such as a commitment to best management practices for soils and peat, conduct or support restoration and/or compensation to remedy for past deforestation or conversion, and facilitate the inclusion of smallholders into the value chain. The organization also commits to no deforestation, no planting on peatlands, and no exploitation (NDPE) by target date."
Jake_First_Output.txt,(4.6.1),What is the level of coverage of your organization's environmental policy?,"The level of coverage of the policy applies to the entire organization, or selected facilities, businesses, or geographies. The organization selects the applicable option and provides additional information if necessary."
Jake_First_Output.txt,(4.6.1),What value chain stages are covered by your organization's environmental policy?,"The policy covers various value chain stages including direct operations, upstream value chain (e.g., suppliers), and downstream value chain. The organization indicates the stages of the value chain covered in the content of the policy."
Jake_First_Output.txt,(4.6.1),How does your organization explain the coverage of its environmental policy?,"The organization briefly describes the coverage of its environmental policy and provides reasons. If applicable, the organization specifies which biomes or ecoregions are covered by the policy and indicates whether there are exclusions to the coverage of the policy."
Jake_First_Output.txt,(4.7),"Does the policy framework for the portfolio activities of your organization include environmental requirements that clients/investees need to meet, and/or exclusion policies?","The policy framework may include environmental requirements that clients/investees need to meet, and/or exclusion policies, as indicated by the response options: Yes, our policies include environmental requirements that clients/investees need to meet; Yes, we have exclusion policies for industries, activities and/or locations exposed or contributing to environmental risks; Yes, our framework includes both policies with environmental client/investee requirements and environmental exclusion policies; No, but we plan to include environmental requirements and/or exclusion policies in our policy framework in the next two years; or No, and we do not plan to include environmental requirements and/or exclusion policies in our policy framework in the next two years."
Jake_First_Output.txt,(4.7),What is the primary reason for not including both policies with environmental client/investee requirements and environmental exclusion policies in the policy framework for portfolio activities?,"The primary reason for not including both policies may be due to various factors, including: Lack of internal resources, capabilities, or expertise; No standardized procedure; Not an immediate strategic priority; Judged to be unimportant or not relevant; or Other, please specify."
Jake_First_Output.txt,(4.7),"Why does the policy framework for portfolio activities not include environmental requirements for clients/investees, and/or exclusion policies?","The explanation for why the policy framework does not include environmental requirements for clients/investees, and/or exclusion policies, is company-specific and should be provided in the text field, including the plan and timeframe for implementation if 'No, but we plan to include environmental requirements and/or exclusion policies in our policy framework in the next two years' is selected."
Jake_First_Output.txt,(4.7.1),What policies include environmental requirements that clients/investees need to meet?,"The organization has publicly available policies which address environmental dependencies, impacts, risks, and opportunities related to the organization and its value chain. These policies may apply across the organization and may be based on sectors, geographies, business lines, asset classes or other."
Jake_First_Output.txt,(4.7.1),How do organizations integrate environmental issues into existing policy frameworks?,"Organizations integrate environmental issues into existing policy frameworks by including environmental requirements in their policies, which may apply across the organization and may be based on sectors, geographies, business lines, asset classes or other."
Jake_First_Output.txt,(4.7.1),What is the ambition of an organization in terms of environmental policies?,"The ambition of an organization is to have publicly available policies which address environmental dependencies, impacts, risks, and opportunities related to the organization and its value chain, and to specify whether and how its policies are linked to absolute and interim timebound, quantifiable and measurable targets that include reference dates/cut-off dates/boundaries/coverage/exclusions."
Jake_First_Output.txt,(4.7.1),How do financial institutions have policies that include environmental requirements for clients/investees?,"Financial institutions have policies which include environmental requirements that clients/investees need to meet, such as commitment to a circular economy strategy, avoidance of negative impacts on threatened and protected species, and compliance with regulations and mandatory standards."
Jake_First_Output.txt,(4.7.1),What are the requirements for clients/investees in terms of environmental policies?,"The requirements for clients/investees include commitment to a circular economy strategy, avoidance of negative impacts on threatened and protected species, compliance with regulations and mandatory standards, and other environmental commitments such as net-zero emissions, reduction of water consumption, and reduction of waste."
Jake_First_Output.txt,(4.7.1),How do organizations measure the proportion of clients/investees compliant with environmental policies?,"Organizations measure the proportion of clients/investees compliant with environmental policies by selecting if they are able to provide data on the clients/investees compliant with their requirements, and providing a percentage value for the number of clients/investees that meet all their requirements, in relation to the total number of clients/investees within the portfolio."
Jake_First_Output.txt,(4.7.1),What is the target year for achieving 100% compliance with environmental policies?,"The target year for achieving 100% compliance with environmental policies is selected by the organization, and may be within the next year, within the next two years, within the next five years, or may not have a specific deadline."
Jake_First_Output.txt,(4.7.1),Why do organizations not measure the % of clients/investees compliant with environmental policies?,"Organizations may not measure the % of clients/investees compliant with environmental policies because they do not have the necessary data or systems in place, or because they do not consider it a priority. However, they may plan to measure compliance with environmental requirements in the future."
Jake_First_Output.txt,(4.7.2),"What are the details of your exclusion policies related to industries, activities, and/or locations exposed or contributing to environmental risks?","Exclusion policies are an element of financial sector companies’ negative screening processes to reduce portfolio exposure to environmentally vulnerable projects and/or investments, and to implement environmental commitments. The organization specifies whether and how its policies are linked to absolute and interim timebound, quantifiable and measurable targets that include reference dates/cut-off dates/boundaries/coverage/exclusions. The organization endorses or aligns its environmental policies and commitments to the most recent and widely accepted scientific interpretation of relevant global environmental treaties, policy goals, and identifies where and how they align."
Jake_First_Output.txt,(4.7.2),What types of environmental policy exclusions are included in the exclusion policies?,"The types of environmental policy exclusions include: All fossil fuels, All coal, Thermal coal, Fuel from liquified coal, Coal mining, Mountaintop removal mining, Power from coal, All oil & gas, Oil from tar sands, Oil from shale, Gas from shale, Arctic oil and gas, Ultra-deepwater oil and gas, Fracked oil and gas, Liquified natural gas, and Other (please specify)."
Jake_First_Output.txt,(4.7.2),What is the phaseout pathway for the exclusion policies?,"The phaseout pathway includes: New business/investment for new projects, New business/investment for existing projects, Existing business/investment for existing projects, and Other (please specify)."
Jake_First_Output.txt,(4.7.2),What is the year of exclusion implementation for the exclusion policies?,The year of exclusion implementation is a numerical field where the user can enter a number between 1900-2050 using no decimal places and no commas.
Jake_First_Output.txt,(4.7.2),What is the year of complete phaseout for the exclusion policies?,"The year of complete phaseout is a numerical field where the user can enter a number between 1900-2050 using no decimal places and no commas, representing the year the organization completed or will complete the phaseout of financing or insuring any activity or region covered by the exclusion policy."
Jake_First_Output.txt,(4.7.2),What is the country/area where the exclusion policy applies?,"The country/area where the exclusion policy applies includes: Worldwide, [List of forest-countries/areas], and Other (please specify)."
Jake_First_Output.txt,(4.7.2),What is the description of the exclusion policy?,"The description of the exclusion policy includes the exclusion threshold (industry classification, company exposure, revenue, production, or other), the asset classes/product types/business division the policy applies to, as well as the impact the policy has had on the organization's exposure to the subject of the policy."
Jake_First_Output.txt,(4.8),Does your organization include covenants in financing agreements to reflect and enforce your environmental policies?,"The answer options are: Yes, No, but we plan to within the next two years, No, and we do not plan to in the next two years. If 'No' is selected, the primary reason for not including covenants in financing agreements and a brief explanation of why the organization does not include environmental covenants in financing agreements are required."
Jake_First_Output.txt,(4.8),What are the potential benefits for banks that include environmental covenants in financing agreements?,The potential benefits for banks that include environmental covenants in financing agreements include a perceived improvement in credit profile and access to alternative pools of capital.
Jake_First_Output.txt,(4.8),Why are data users interested in whether banks are using environmental covenants in financing agreements?,Data users are interested in whether banks are using environmental covenants in financing agreements because banks can influence their clients through requirements within the terms of financing agreements and with the option of a default being triggered should there be a failure to comply.
Jake_First_Output.txt,(4.8),What is the ambition for banks in terms of environmental covenants in financing agreements?,The ambition is for banks to have covenants in financing agreements to reinforce environmental policies.
Jake_First_Output.txt,(4.8.1),What covenants are included in your organization's financing agreements to reflect and enforce environmental policies?,"The covenants included in our organization's financing agreements to reflect and enforce environmental policies are as follows: [insert details from the table, including environmental issue, types of asset class/product, criteria for how covenants are applied, percentage of clients and portfolio covered, and details on which environmental policies the covenants enforce and how]."
Jake_First_Output.txt,(4.8.1),How do banks influence their clients through requirements within the terms of financing agreements?,Banks can influence their clients through requirements within the terms of financing agreements and with the option of a default being triggered should there be a failure to comply.
